m41;锐度;銳利度;鋭さ;선명도;Sharpness;Sharpness;Schärfe;Nitidezza;锐度;锐度;Definición;锐度;锐度;锐度;锐度;Резкость ;锐度;锐度;锐度;锐度;锐度;锐度
m42;白平衡;白平衡;ホワイトバランス;화이트 밸런스;White Balance;White Balance;Weissbalance;Bilanc.biance;白平衡;白平衡;Balance Blance;白平衡;白平衡;白平衡;白平衡;Баланс белого;白平衡;白平衡;白平衡;白平衡;白平衡;白平衡
m43;色彩;色彩效果;カラー;색상;Color;Color;Farbe;Colore;色彩;色彩;Color;色彩;色彩;色彩;色彩;Цвет ;色彩;色彩;色彩;色彩;色彩;色彩
m44;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO;ISO
m45;曝光补偿;曝光;露出;노출;Exposure;Exposition;Belichtung;Esposizione;曝光补偿;曝光补偿;Exposición;曝光补偿;曝光补偿;曝光补偿;曝光补偿;Экспозиция ;曝光补偿;曝光补偿;曝光补偿;曝光补偿;曝光补偿;曝光补偿
m46;防手震;防手震;手ぶれ;안티 - 흔들어;Anti-shaking;Stabilisation;Stabilisierung;Stabilizzazione;防手震;防手震;Estabilización;防手震;防手震;防手震;防手震;Защита от дрожания ;防手震;防手震;防手震;防手震;防手震;防手震
m47;快速预览;快速檢視;クイックビュー;빠른 검토;Quick Review;Bilan Rapide;Schnelldurchlauf;Visualizz.Rapida;快速预览;快速预览;Revisión Rápida;快速预览;快速预览;快速预览;快速预览;Быстрый просмотр ;快速预览;快速预览;快速预览;快速预览;快速预览;快速预览
m48;日期标签;日期記錄;日付表示;날짜 표시;Date Stamp;Marque Date;Datumsanzeige;Stampa Data;日期标签;日期标签;lmpresión Fecha;日期标签;日期标签;日期标签;日期标签;Отметка даты;日期标签;日期标签;日期标签;日期标签;日期标签;日期标签
m49;补光灯;補光燈;補助光;빛을 채우기;Fill light;补光灯;blinken;补光灯;补光灯;补光灯;补光灯;补光灯;补光灯;补光灯;补光灯;Заполняющий свет ;补光灯;补光灯;补光灯;补光灯;补光灯;补光灯
m50;电视制式;電視制式;テレビ出力;TV 모드;TV Mode;TV Mode;TV-System;TV Mode;TV Mode;TV Mode;TV Mode;TV Mode;TV Mode;TV Mode;TV Mode;Режим ТВ;TV Mode;TV Mode;TV Mode;TV Mode;TV Mode;TV Mode
m51;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL;PAL
m52;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC;NTSC
m53;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3027;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3024;12M 4032x3032;12M 4032x3033;12M 4032x3024;12M 4032x3035;12M 4032x3036;12M 4032x3037;12M 4032x3038;12M 4032x3024;12M 4032x3040;12M 4032x3041;12M 4032x3042;12M 4032x3043;12M 4032x3044;12M 4032x3045
m54;10M 3648x2738;10M 3648x2738;10M 3648x2738;10M 3648x2741;10M 3648x2738;10M 3648x2738;10M 3648x2738;10M 3648x2738;10M 3648x2746;10M 3648x2747;10M 3648x2738;10M 3648x2749;10M 3648x2750;10M 3648x2751;10M 3648x2752;10M 3648x2738;10M 3648x2754;10M 3648x2755;10M 3648x2756;10M 3648x2757;10M 3648x2758;10M 3648x2759
m55;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M;8M
m56;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M ;5M 
m57;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M;3M
m58;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M;2M
m59;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480;VGA 640x480
m60;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960;1.3M 1280x960
m61;优质;較佳;望ましい;파인;Fine;Forte;Fein;Forte;优质;优质;Alta;优质;优质;优质;优质;Отличное качество;优质;优质;优质;优质;优质;优质
m62;标准;一般;一般;일반;Normal;Normale;Normal;Normale;标准;标准;Normal;标准;标准;标准;标准;Нормальное качество ;标准;标准;标准;标准;标准;标准
m63;经济;經濟;経済;경제;Economy;économie;Sparsam;Economia;经济;经济;Económ;经济;经济;经济;经济;Экономия;经济;经济;经济;经济;经济;经济
m64;强烈;強烈;ストロング;강한;Strong;Forte;Stark;forte;强烈;强烈;Alta;强烈;强烈;强烈;强烈;Мощность ;强烈;强烈;强烈;强烈;强烈;强烈
m65;标准;一般;一般;일반;Normal;Normale;Normal;Normale;标准;标准;Normal;标准;标准;标准;标准;Норма ;标准;标准;标准;标准;标准;标准
m66;柔和;柔和;ソフト;소프트;Soft;Douce;Weich;Leggera;柔和;柔和;Baja;柔和;柔和;柔和;柔和;Мягкие края ;柔和;柔和;柔和;柔和;柔和;柔和
m67;自动;自動;自動;자동;Auto;Auto;Auto;Automatico;自动;自动;Auto;自动;自动;自动;自动;Авто ;自动;自动;自动;自动;自动;自动
m68;日光;日光;デイライト;일광;Daylight;Ensoleille;Sonig;Luce Diurna;日光;日光;Sol;日光;日光;日光;日光;Дневной свет;日光;日光;日光;日光;日光;日光
m69;阴天;陰天;曇りの日;구름;Cloudy;Nuageux;Wolkig;Nuvoloso;阴天;阴天;Nubes;阴天;阴天;阴天;阴天;Облачно ;阴天;阴天;阴天;阴天;阴天;阴天
m70;钨丝灯;燈泡;電球;텅스텐;Tungsten;Tungstene;Kunstlicht;Tungsteno;钨丝灯;钨丝灯;Tungsteno;钨丝灯;钨丝灯;钨丝灯;钨丝灯;Лампа накаливания ;钨丝灯;钨丝灯;钨丝灯;钨丝灯;钨丝灯;钨丝灯
m71;荧光灯;日光燈;蛍光灯;형광;Fluorescent;Fluor;Neonlicht;Fluorescente;荧光灯;荧光灯;Fluoro;荧光灯;荧光灯;荧光灯;荧光灯;Лампа дневного света;荧光灯;荧光灯;荧光灯;荧光灯;荧光灯;荧光灯
m72;无特效;無特效;は影響はありません;무 특효;Normal;Aucun effet;keine Effekte;Nessun effetto;geen effecten;Nenhuns efeitos;No hay efectos;Inga effekter;Žádné účinky;无特效;Brak efektów;Норма ;无特效;无特效;ไม่มีผลกระทบ;无特效;无特效;无特效
m73;黑白;黑白;白黒;흑백;Black and White;noir et blanc;Schwarz und Weiß;bianco e nero;zwart en wit;preto e branco;en blanco y negro;svart och vitt;Černá a bílá;黑白;czarny i biały;Черно-белый ;黑白;黑白;สีดำและสีขาว;黑白;黑白;黑白
m74;怀旧;懷舊;回想;노 스 탤 지어;Sepia;réminiscence;Reminiszenz;reminiscenza;herinnering;reminiscência;reminiscencia;Tankar;reminiscence;怀旧;wspomnienie;Сепия ;怀旧;怀旧;ความทรงจำ;怀旧;怀旧;怀旧
m75;负片;負片;負;원판;Negative ;négatif;negativ;negativo;negatief;negativo;negativo;negativ;negativní;负片;negatywny;Негатив;负片;负片;เชิงลบ;负片;负片;负片
m76;曝晒;暴晒;暴露;기온 이 올 라;Solarization;exposition;Belichtung;Solarizzazione;belichting;exposição;exposición;exponering;expozice;曝晒;ekspozycja;Соляризация;曝晒;曝晒;การเปิดเผย;曝晒;曝晒;曝晒
m77;200;200;200;200;200;200;200;200;208;209;200;211;212;213;214;200;216;217;218;219;220;221
m78;400;400;400;400;400;400;400;400;408;409;400;411;412;413;414;400;416;417;418;419;420;421
m79;2秒;2秒;2秒;이초;2 seconds;2 Seconds;2 seconds;2 secondi;10秒;11秒;2 Segundos;13秒;14秒;15秒;16秒;2 секунды;18秒;19秒;20秒;21秒;22秒;23秒
m80;5秒;5秒;5秒;오초;5 seconds;5 Seconds;5 seconds;5 secondi;13秒;14秒;5 Segundos;16秒;17秒;18秒;19秒;5 секунд;21秒;22秒;23秒;24秒;25秒;26秒
m81;日期;日期;日付;날짜;Date;Date;Date;Date;日期;日期;Fecha;日期;日期;日期;日期;Дата;日期;日期;日期;日期;日期;日期
m82;日期/时间;日期/時間;日付/時刻;날짜 / 시간;Date/Time;Date/Heure;Datum/Uhrzeit;Date/Ora;日期/时间;日期/时间;Fecha/Hora;日期/时间;日期/时间;日期/时间;日期/时间;Дата/Время;日期/时间;日期/时间;日期/时间;日期/时间;日期/时间;日期/时间
m83;回放;播放;放送;방송;Broadcast;delecture;Wiedergabe;Riproduzione;回放;回放;playback;回放;回放;回放;回放;Проиграть ;回放;回放;回放;回放;回放;回放
m84;删除;删除;削去;삭제;Delete;Effacer;löschen;Elimina;删除;删除;Borrar;删除;删除;删除;删除;Удалить ;删除;删除;删除;删除;删除;删除
m85;保护;保護;保護;보호;Protection;Protection;Schutz;Protezione;保护;保护;Proteger;保护;保护;保护;保护;Защита ;保护;保护;保护;保护;保护;保护
m86;幻灯片播放;幻燈片;スライドショー;슬라이드 쇼;Slideshow;Diaporama;Diashow;Mostra Diapositive;幻灯片播放;幻灯片播放;Ver Diapositivas;幻灯片播放;幻灯片播放;幻灯片播放;幻灯片播放;Слайд-шоу ;幻灯片播放;幻灯片播放;幻灯片播放;幻灯片播放;幻灯片播放;幻灯片播放
m87;删除当前;目前檔案;現在のファイル;현재 삭제 ?;Delete Current ?;Supprime ie courant;Löschungen z.Z.;Cancella la corrente;删除当前;删除当前;Suprime el actual;删除当前;删除当前;删除当前;删除当前;Удалить текущий?;删除当前;删除当前;删除当前;删除当前;删除当前;删除当前
m88;全部删除;全部檔案;すべてのファイル;모두 삭제 ?;Delete All ?;Effacer tont;Alle löschen;Elimina tutto;全部删除;全部删除;Borrar todo;全部删除;全部删除;全部删除;全部删除;Удалить все?;全部删除;全部删除;全部删除;全部删除;全部删除;全部删除
m89;加锁当前;保護目前檔案;カレントファイルの保護;잠금 현재;Lock One;Verouillz ie courant;Eins Schutz.;Blocchi la corrente;加锁当前;加锁当前;Trabe el actual;加锁当前;加锁当前;加锁当前;加锁当前;Заблокировать один;加锁当前;加锁当前;加锁当前;加锁当前;加锁当前;加锁当前
m90;解锁当前;解除保護目前檔案;現在のファイルの保護を解除;현재 의 잠금을 해제;Ulock One;Ouverzle courant;Eins öffnen;Sblocchi la corrente;解锁当前;解锁当前;Abra el actual;解锁当前;解锁当前;解锁当前;解锁当前;Разблокировать один ;解锁当前;解锁当前;解锁当前;解锁当前;解锁当前;解锁当前
m91;全部加锁;保護所有檔案;すべてのファイルを保護;모든 잠금;Lock All;Verouiller Tout;Alle Schutz.;Blocca tuto;全部加锁;全部加锁;Blog.Todo;全部加锁;全部加锁;全部加锁;全部加锁;Заблокировать все ;全部加锁;全部加锁;全部加锁;全部加锁;全部加锁;全部加锁
m92;解锁全部;解除保護所有檔案;すべてのファイルの保護を解除する;모든 잠금을 해제;Ulock All;Déverrouiller Tout;Alle öffnen;Sblocca tutto;解锁全部;解锁全部;Desblog.Todo;解锁全部;解锁全部;解锁全部;解锁全部;Разблокировать все ;解锁全部;解锁全部;解锁全部;解锁全部;解锁全部;解锁全部
m93;2秒;2秒;2S;2 초;2 Seconds;2 Seconds;2 Sek;2 secondi;10秒;11秒;2 Segundos;13秒;14秒;15秒;16秒;2 секунды ;18秒;19秒;20秒;21秒;22秒;23秒
m94;5秒;5秒;5S;5 초;5 Seconds;5 Seconds;5 Sek;5 secondi;13秒;14秒;5 Segundos;16秒;17秒;18秒;19秒;5 секунд ;21秒;22秒;23秒;24秒;25秒;26秒
m95;8秒;8秒;8S;8 초;8 Seconds;8 Seconds;8 Sek;8 Secondi;16秒;17秒;8 Segundos;19秒;20秒;21秒;22秒;8 секунд ;24秒;25秒;26秒;27秒;28秒;29秒
m96;设置;设置;セット;설치;Setup;Reglages;Einstellungen;lmpostazioni;设置;设置;Configuración;设置;设置;设置;设置;Установка ;设置;设置;设置;设置;设置;设置
m97;日期/时间;日期/時間;日付/時刻;날짜 / 시간;Date/Time;Date/Heure;Datum/Uhrzeit;Date/Ora;日期/时间;日期/时间;Fecha/Hora;日期/时间;日期/时间;日期/时间;日期/时间;Дата/Время ;日期/时间;日期/时间;日期/时间;日期/时间;日期/时间;日期/时间
m98;自动关机;自動關機;自動遮断;자동 전원 차단;Auto Power Off;Arret Auto;Auto Aus;Spegnim.aut.;自动关机;自动关机;Desconexión Automático;自动关机;自动关机;自动关机;自动关机;Автоматическое отключение ;自动关机;自动关机;自动关机;自动关机;自动关机;自动关机
m99;按键声音;提示音;電子音;키 소리;Beep Sound;Bip Sonore;Akustisches Signal;Segnale acust.;按键声音;按键声音;Sonido Bip;按键声音;按键声音;按键声音;按键声音;Звуковой сигнал;按键声音;按键声音;按键声音;按键声音;按键声音;按键声音
m100;语言设置;語系;言語;언어;Language;langues;Sprache;lingua;语言设置;语言设置;ldioma;语言设置;语言设置;语言设置;语言设置;Язык ;语言设置;语言设置;语言设置;语言设置;语言设置;语言设置
m101;TV模式;電視輸出;テレビ出力;TV 모드;TV Mode;Mode de TV;TV-Modus;Modo della TV;TV模式;TV模式;Modo de la TV;TV模式;TV模式;TV模式;TV模式;Режим ТВ;TV模式;TV模式;TV模式;TV模式;TV模式;TV模式
m102;光源频率;頻率;周波数;주파수;Frequency;fréquence;Frequenz;Frequenza;光源频率;光源频率;Frecuencia;光源频率;光源频率;光源频率;光源频率;Частота ;光源频率;光源频率;光源频率;光源频率;光源频率;光源频率
m103;红外灯设定;紅外燈設定;赤外光の設定;빨간색 램프 설정;RedLamp setting;Arrangement de lampe;Het plaatsen van de lamp;Regolazione della lampada;红外灯设定;红外灯设定;Ajuste de la lámpara;红外灯设定;红外灯设定;红外灯设定;红外灯设定;Настройка красной лампы;红外灯设定;红外灯设定;红外灯设定;红外灯设定;红外灯设定;红外灯设定
m104;影像旋转;影像旋轉;画像回転;회전;Rotate;Rotation de l'image;Bilddrehung;Rotazione immagine;影像旋转;影像旋转;Rotación de imagen;影像旋转;影像旋转;影像旋转;影像旋转;Поворот ;影像旋转;影像旋转;影像旋转;影像旋转;影像旋转;影像旋转
m105;屏幕保护;屏幕保護;液晶の明るさ;의 밝기;LCD Brightness;LCD Brightness;LCD Helligkeit;luminosita LCD;屏幕保护;屏幕保护;Luminosidad LCD;屏幕保护;屏幕保护;屏幕保护;屏幕保护;Яркость LCD;屏幕保护;屏幕保护;屏幕保护;屏幕保护;屏幕保护;屏幕保护
m106;重力感应;重力感應;重力センサ;중력 감지;Gravity sensing;sensibilité Accélérométre;Schwerkraft-Sensor;Accelerometro sensibilita;重力感应;重力感应;Acelerómeto sensibilidad;重力感应;重力感应;重力感应;重力感应;Акселерометр;重力感应;重力感应;重力感应;重力感应;重力感应;重力感应
m107;设置;設定;セットアップする;설정;Setting;Réglage;Blenden-Einst.;lmpostazione;设置;设置;Ajuste;设置;设置;设置;设置;Настройка  ;设置;设置;设置;设置;设置;设置
m108;格式化;格式化;フォーマット;형식;Format;Format;formatieren;Formattazione;格式化;格式化;Formato;格式化;格式化;格式化;格式化;Формат ;格式化;格式化;格式化;格式化;格式化;格式化
m109;默认设置;預設值;デフォルト;기본 설정;Default Setting;Regl Defaut;Standard Einstell;lmpost.predef;默认设置;默认设置;configuración por defecto;默认设置;默认设置;默认设置;默认设置;Настройки по умолчанию;默认设置;默认设置;默认设置;默认设置;默认设置;默认设置
m110;版本;版本;バージョン;버전;Version;Version;Freisetzung;Versione;版本;版本;Versión;版本;版本;版本;版本;Версия ;版本;版本;版本;版本;版本;版本
m111;关;關;オフにし;오프;Off;Desactive;Aus;OFF;关;关;Apagado;关;关;关;关;Выкл.;关;关;关;关;关;关
m112;1分钟;1分钟;1分;1 분;1 Minute;1 Min;1 Min;1 Min;9分钟;10分钟;1 Min;12分钟;13分钟;14分钟;15分钟;1 минута;17分钟;18分钟;19分钟;20分钟;21分钟;22分钟
m113;3分钟;3分钟;3分;3 분;3 Minutes;3 Mins;3 Min;3 Min;11分钟;12分钟;3 Min;14分钟;15分钟;16分钟;17分钟;3 минуты;19分钟;20分钟;21分钟;22分钟;23分钟;24分钟
m114;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;日本语;Японский;日本语;日本语;日本语;日本语;日本语;日本语
m115;русский;русский;русский;русский;русский;русский;русский;русский;русский;русский;русский;русский;русский;русский;русский;Русский;русский;русский;русский;русский;русский;русский
m116;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文;繁体中文
m117;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文;简体中文
m118;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano;Italiano
m119;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch;Deutsch
m120;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol;Espanol
